	label	text
16645	0	新车味道太大，小城市就一家标致4s店，什么也没有送
16646	0	车速过快时，刹车点头比较严重。车子停着时，发动机介入后给人一种突兀感。但是习惯了应该就好了。
16647	0	换挡手感一般，有点沉。
16648	0	太小了没有劲，档位不好挂
16649	0	市区油耗有点大，国道或者郊区油耗低
16650	0	动力有点不足起步稍慢但是高速跑开了还不错毕竟才1.4排量，舒适度一般没扶手箱座椅包裹性不是很好坐久了会腰疼，大家说的坐轿子确实有点不过本人容易满足也能接受其他都还不错
16651	1	车型漂亮、驾驶舒服、大气、实用。
16652	0	底盘低，视野和家用轿车差不多，不如其他suv视野宽广；智能起停比较鸡肋，发动机频繁熄火点火，行驶过程不顺畅。
16653	1	虽然车重2吨，但3.6t动力非常足，推背强烈，声浪低沉带感
16654	1	高配的座椅的确不错，目前用了这么久，这点最深刻。听说质量很好，这个每个几年时间都不好说啦！
16655	0	动力是虎子的一大弱点啊，起步真的有点肉，后段动力还是可以。还有就是侧面，算不上丑，但也没什么靓点。
16656	1	第一印象就挺好的，外观十分时尚。另外这几个月用下来油耗也比较理想，经常在市区跑油耗7个，完全可以。
16657	0	配件价格好高啊、停路边被人撞坏一边尾灯、4s报价小两千了。
16658	1	外观的后窗连体玻璃，车长度，车内的空间和舒适性。
16659	1	操控感好空间大颜值高
16660	1	外观，操纵，油耗
16661	1	外形拉风，vq发动机底蕴深厚。连续入选世界十佳发动机，其在每个转速区间以及每个档位都能完全发挥其性能！配合7速变速箱用档档尽摧来形容，毫不夸张！
16662	0	价格没优惠
16663	1	跨界车，能越野，能旅行，全时四驱。
16664	0	没有液晶仪表盘，真的没有，现在订车定不上，正常可以选配的仪表，丹拿都说选不了，擦，还有，1.8不让选配18轮毂，1.8的顶配都不行，假双出，没谁了，还用123挡降挡顿挫十分明显
16665	1	4.0动力好，豪华d级车我也应该不用多说了吧。
16666	0	4s乱加价
16667	0	那个倒车雷达太烦了，稍微靠近一点就滴滴滴的响个不停，明明还有好远就会响的很急促，还有智能钥匙，现在不知道为什么开不了机了，还没去4s店，应该是故障，充电也充不进去
16668	0	中排座椅进出不是很便利
16669	0	新车味道较大，闻多了头疼。
16670	0	走个性小众路线的最大弊端就是钱包要多受点损失了另外钢琴烤漆内饰面板太容易沾灰也算是个不满意的地方吧选配的大屏——几乎一无是处
16671	0	不可以放碟片，价格稍高，减震太硬，不过毕竟货车。
16672	1	车的性价比高和自己改装diy，车很稳当，这点更欣慰。
16673	0	起步慢换挡不流畅。没有想象中suv的宽阔视野。
16674	0	悬挂偏硬油门响应滞后
16675	0	华泰品牌不怎么样
16676	1	舒服，开长途一点都不累。
16677	1	外观够骚气，热血十足，车顶流线，车身线条，颇有张力的车尾，无不骚气十足，独一无二，第一眼看上去就欲罢不能。开出去回头率还挺高的！
16678	0	动力稍弱，起步肉。
16679	1	最满意当属流体雕塑造型，从车头到车尾，每个面都是亮点，只因为在车群中多看了你一眼，再也没能忘掉你容颜。
16680	0	后备箱太小啊，啥都放不进去
16681	0	谈不上最不满意吧，就是目前发现雷达有过一两次报警，就那么闪一下，还没搞清楚状况，这个问题还有待进一步的研究，但不影响使用，就是强迫症，追求完美
16682	1	外观内饰安全配置科技配置上市十年稳定口碑不错！
16683	0	价格有点稍高，但是想想配置什么的，我也就释然了
16684	1	操控，操控，操控。动力很好。座椅非常不错车的功能也很满意。
16685	1	外观好
16686	1	便宜，性价比高综合来说不错
16687	1	外形美观，1.5的动力表现不错
16688	1	对逸致的空间油耗最满意，是款性价比较高的车
16689	0	标配的哈曼卡顿音响没有预想的那么出彩。
16690	0	十多万的车居然没侧气囊，内饰全部硬塑料，气味特别大。
16691	0	室内味道大，快一年了，还是这么臭，茶叶包，柚子皮均试过，还是不行；各种异响，挺烦人的。大灯有点暗，晚上开车有点不方便，特别是会车。
16692	0	内饰很低挡车子开了大半年味道还是好重
16693	0	车内储物空间设计有问题,放水和手机的地方简直令人发指！变速箱40阶段有顿挫敢，能接受！发动机低速声音略大，除了顶配，其余都卤素大灯，有点坑
16694	1	当然是外观了！不喜欢那种圆滚滚的车型，被25硬朗的线条深深吸引了，头身比例刚好，身材匀称，侧脸跟极光还有点像呢！
16695	1	车辆的各项性能、价格、配置基本达到了我的期望。
16696	1	起步时有点慢，速度上去后还是不错的，高速上满载5人和行李，超车感觉还是比较爽。
16697	0	内饰不咋第，不过自己加装也就几百块，秒变高大上。
16698	1	前排座椅有包裹性，整体比夏利要强很多啦。
16699	1	这车就空间大点。
16700	0	外观会比汉兰达老的更快吧，之前的10年的奔腾b70到现在也不会老气。不自己加点改装都不愿意开在街上了。
16701	1	外表漂亮！配置高！设计的很协调，不像欧尚内饰乱七八糟！空调冷呀才开一挡哈哈！灯光也很赞，没有要改的地方！
16702	1	高科技安全提醒不错，方向盘震动、车辆警示音、后视镜警示闪动、仪表盘红色预警图标，时刻提醒驾驶员集中精力。
16703	0	没有最不满意，非要有的话就是油耗，因为之前开的轿车，现在大科百公里近11升感觉是高了很多，但看了同级自由光昂科威等的油耗也要10升多，所以，也不好说了。
16704	0	轮胎上面车身塑料沾合不牢！开始脱落！没车载导航！行驶灯不是led……
16705	0	中控台上放置物品的地方太少，勉强能放下一个5寸左右的手机，我老婆的华为mate8完全放不下；各种卡和零钱也没地方丢；都接近15万的裸车价了，只有驾驶座有自动升窗，也没有导航，导航还是自己加装的。
16706	0	3档内加速稍慢
16707	0	变速箱，和小石子噪音
16708	1	动力与操控！外观也帅气！还很省油哦！真的很棒！哈哈！
16709	0	国产后的整装质量下降，驾驶室各种塑料件的异响，实在是无法接受
16710	1	漂亮，大气。。。媳妇冲着这一点选的55.
16711	1	满意的一点就是油耗，本人本是新手，而且车才跑了1000公里，但是夏利的油耗非常低，第一次加油，168元跑了438公里（7.39元/升），而第二次加油110元跑了352公里（7.19元/升）。
16712	1	视野开阔，高大威猛，耐造，由于经常钓鱼，跑的都是河边烂路，开着这车，没掉过链子。加入了本地的普拉多组织，去撒过几次野。对此车有了更深的了解。
16713	1	最满意的就是配置不到7w的车配置丰富比如一键启动导航倒车影像倒车雷达发动机启停等等自己需要的基本上都有这一点不错
16714	1	后排空间够大,而且隔音方面我很满意
16715	1	空间是没法说的好大一个家。叫我评价外观和空间这两点我都满意。
16716	0	起步的时候动力稍弱，而且发动机声音偏大。
16717	0	也没有什么最不满意了，有的话，就是没有倒车雷达，前雾灯，
16718	0	方向无助力，前面开车都有助力，突然转换真有点不适应，不过也是一个熟悉的过程，习惯就好。
16719	1	发动机声音？外观？内饰？
16720	1	日行灯，天窗，倒车影像，多功能方向盘都很实用
16721	1	车的外观。
16722	1	超大的空间，拉货载人刚刚好，由于车身宽大，开起来很稳
16723	0	动力小地盘低车小
16724	1	卖家销售员的徐老师，人很不错，可能是刚毕业的原因吧，非常执着的一个人，态度非常让人感到满意！
16725	0	就是后排空间有点小，要是坐满三个人就比较拥挤。
16726	0	雷达一个都没有，4儿子给装了个倒车影像也不太精准，倒车移库确实有点考技术，没有腰撑开久了会累
16727	0	车辆在转向时踩刹车油异响，还有车辆在低速换挡顿挫感比较强
16728	1	挂档很平顺外观大气上档次省油
16729	0	还不太会用所谓的高科技，它的性能优势很明显
16730	1	外形拉风，回头率炒鸡高，2.0t动力市区绝对够用，平时都用节油模式，油门响应稍微有点慢，但是也足够足够了，开车不是玩命，是享受。
16731	0	蓝牙搞不懂，没有dvd不好买配件
16732	1	最满意的就是带abs和前门升降玻璃
16733	0	在售皮卡车中，后排空间是最小的。
16734	1	中控漂亮，空间挺大，坐着舒服
16735	1	质量还好，虽然只行驶五千多公里，还没有出现任何问题。车子容易操控，底盘稳定扎实，所以不管在一百多码的高速还是崎岖不平的山路对安全行驶都非常有信心。
16736	0	导航有时候找不到要去的兴趣点。自动启停在有些情况下好烦，比如停车时。后视镜竟然不能自动折叠？？为啥某宝买148的模块插上就行了？？什么原理？？
16737	0	二档挂挡让人纠结。
16738	1	整车配置高,右盲区可视对新手很有帮助，油耗低
16739	0	有很多人不认识，只是觉得它大。有次我的一个朋友看到这车说你这二十几万吧！
16740	1	当然是颜值啦，第一眼就被q3的外观所吸引，就是这么外协。全景天窗还有电尾门都很拉风，喜欢的不行
16741	1	空间和舒适性都不错，外观也大气。
16742	0	异响和内饰用料。刚买来几天发现有异响，经过不平路面的时候左侧会有哒哒的声音，不算大但是很明显，暂时还不能判断是a柱还是天窗的问题，准备首保的时候再去解决。内饰全是硬塑料，车门扶手真的应该包点皮。
16743	0	m30的原车9寸导航，车机手机互联兼容性不好，我的手机不能连接，售后那里的三星手机可以连上。手机互联已经被我完美解决。
16744	0	最主要是试车的时候没有试过1.3，动力感觉不爽，不过1.3差不多这样了。
16745	1	外观漂亮很时尚前脸超级喜欢座椅什么的都是真皮内饰中规中矩油耗低
16746	1	车型合适。动力系统很好。油耗低
16747	1	1.3的排量，这个动力还可以吧。
16748	0	避震硬，过减速带晃动大
16749	0	车灯不够亮，晚上碰到远光狗，闪几次远光对方没反应，就开了远光和对方对射，结果对方还是没感觉。
16750	0	漆面差，易生锈，油耗有点高，轮胎质量差
16751	1	对丰田的可靠性和耐用度是绝对满意的，而且这种车身尺寸和霸气的外观，在城市里开的话很引人注目，确实很拉风。拉货能力和越野能力确实很靠谱，虽然不太经常用到。
16752	1	白色漆外观大气看着上档次，改款之后看着也运动，1.6家用足够，保养也便宜，综合比较性价比还是不错的
16753	1	大家都知道的。外观太毒
16754	1	外观大气空间大、柴油、非承载高底盘
16755	0	不满意的地方太多1:座椅太硬2:空间还不如我的a4l3:顿挫感太强4:避震悬挂太硬或许这些就是运动轿跑特有的总的说起来还是比较喜欢虽然小毛病有点但是谁让自己喜欢呢就不在乎那点小毛病了
16756	1	操控精准，路面回馈清晰。
16757	1	质量可靠，性价比高。
16758	0	隔音效果不是很完美
16759	1	行驶安静，费用低廉。
16760	1	四驱性能强悍，通过性，内部空间宽敞，后排地板纯平，高通过性，操控一般，性能优秀，外形中规中矩，吃粗粮，加93号汽油即可，走南闯北值得信任。
16761	1	中排座椅，
16762	1	车身流线特别好，宝马的操控性没的说。选择这车就是为了与众不同。能体现出张扬的个性。代表一种活力。
16763	0	导航太垃圾，不好用；保险杠是塑料的，前盖感觉皮薄；缝隙稍大，做工有待改进
16764	1	外观非常精致，动力充沛,内部空间也足够使用。
16765	1	拉风驾驶舱很宽敞做工很细致
16766	0	后排的出风口竟然在主驾驶座位下来，给我吹脚啊！傻逼的设计。还有后排没阅读灯，给差评。暂时就这样
16767	0	排量有点小
16768	1	操控性绝对没的说，方向盘指哪打哪，手动提速也足够了！座椅做的很舒服，翻毛皮把人吸在座椅上很稳定，让人没有害怕侧边。
16769	1	油耗很给力，底盘也很舒服。
16770	1	发动机从来没修过，就换过火花塞，不要心疼机油钱，就加一种牌子，定期更换。发动机声音小，好几次停车怠速时以为熄火重新启动打齿。
16771	0	就是这一款车，优惠太少了，座椅买这个配置的没有电动座椅，也没有电动尾箱，这样有点不方便。
16772	1	同级别最大的空间，年轻的外形，腰线凌厉，全新动力总成。
16773	0	先后选择了同等价位几乎所有车型，最后选择了它，如果要找出不满意的一点，可能就是买的现车，没选运动排气系统！
16774	0	额，没啥不满意的硬要说多打点广告嘛，虽然我也不想满大街都开的和我一样的车，但是买了这牌子我还是想为他好。
16775	0	档杆和手刹，无力吐槽，外观方面的阉割，也是太不地道了！
16776	0	动力上就1档起步有抖动的感觉，到2档这种感觉就没有了。
16777	0	日行灯，日行灯，日行灯
16778	1	动力很好！超车没有负担，很省油。空间很大！我最喜欢的就是那空间，1.9米的车宽270的轴距真心满意！
16779	1	操控，帅气。
16780	1	带电子助力的方向盘，使用特别方便。
16781	1	颜值高，各种配置齐全，空间大，多功能方向盘，全景天窗+17寸轮圈，后视镜折叠我都很喜欢。
16782	0	后排无空调出风口，车窗无遥控一键升降功能。
16783	0	车子的最后排不能拆卸，其他很多车子是可以拆的，第三排不经常坐人的时候没办法充分利用后面的储物空间。
16784	0	可能只有油耗了，偏高。座椅舒适性和凯美瑞不是一个档次，后排没有出风口，主要感觉车内密封性一般，噪音比凯美瑞大
16785	1	四轮碟刹、带方向助力、智能的熏黑转向大灯，操控起来也听方便。
16786	1	，空间足够大，外观漂亮
16787	1	外观、外观，外观，空间、空间、空间，重要的说三遍。4.9几的车长，1.8多车宽，空间足够的大。车身流畅不失硬朗。本田车耐操，省心。雅阁的技术足够成熟，口碑摆在那里，买了不会后悔。
16788	0	外观不好看，轻微黑烟
16789	0	第三排座椅角度不好调整，太直，做人不舒服，长途好累。要是第三排座椅可以和江淮瑞风学习就好了。还有变速箱不是很好，1档和倒档不好挂！
16790	0	油耗比较高，很费油，动力不足
16791	1	车身线条非常饱满乘坐舒适收音、导航、蓝牙、倒车可视功能于一体
16792	0	车尾感觉太没美观太直了车门要改成皮的都不整全胶最好了，开车过不平路段车声音有点碎车身还长点就完美了
16793	0	车子隔音不好.雨刮没有微调功能,后排是整体放倒,不能像高配一样比例放到,不方便
16794	1	外观漂亮油耗低配置丰富。。。
16795	0	a柱粗大，拐弯时遮挡视线，盲区大。内饰设计方面不够时尚新颖。
16796	0	感觉起步有一点肉，但也能接受，毕竟2.0的排量！车身重接近1500kg。居然没一键升窗
16797	1	本来想说很多但是最重要的一点还是座椅舒适性
16798	0	感觉悬挂还是有点偏硬，不过这车偏年轻化，运动，硬点也能接受，头部空间不足，本人175，开车喜欢把座椅稍微调高一点，过减速带经常头部可以碰到车顶！另外只有顶配才有电子驻车，而且还是脚刹，这个差评！
16799	1	空间非常好，7坐布局合理，视野好，有suv的感觉，还有就是内饰，看上去非常舒服，尤其工作台很大。
16800	0	对车子的中央扶手不是太满意，不仅设计的矮而且也挺短的，用起来不大方便，希望设计师以后多多注意，也希望下一款车能有所改进，仅此而已，其他都挺好。
16801	0	大家都吐槽的储物盒
16802	0	做工一般不过用料蛮厚道
16803	0	开空调有时会出声皮带“吱吱”声响
16804	1	外观咯。当然还有进口车的品质。配置和齐全。
16805	1	最满意的是外观，配置，空间
16806	1	安全性、雪地性能、油耗、空间、越野性能、品牌。
16807	1	最满意的就是驾驶感，开着舒服对我来说是最重要的。
16808	1	bose音响，这个挺好，环绕立体，听着很舒服。平时带着家人朋友出去玩，放点音乐，稍懂点都说你这个车音响不错
16809	1	省油！省油！省油！重要的事情说三遍。皮实耐操，地盘高，动力十足，路况适应能力强。
16810	0	标志太丑，不晓得是哪个脑残人士想的这个标志，提速有点绵…转弯过后，方向不能想小车一样自己回平，不晓得是这辆车的道理，还是皮卡车就是这个样！
16811	0	车身有点窄，车高，拐弯容易侧翻
16812	1	最满意的一点就是九妹的外观和空间表现了。本人175cm，坐在前排调好座位后，再去后排坐着都非常宽敞；外观是本车最大的亮点，一眼看上去就很喜欢。
16813	1	空间非常大，7人乘坐时空间很充裕。
16814	1	外观漂亮,非常大气,品牌响亮,现在又是典藏版的,配置比以前丰富多了,操作性能好,开的舒服,车子灵活,油耗也可以.有很多满意的地方.
16815	1	优优这个厢货空间足够，我拉东西也多。我是真心的觉得这个车的储物空间足够。
16816	0	油漆跟板金
16817	1	车子耗油量少,有助力还带中控导航，小巧上班代步最好不过了
16818	1	宝马的品牌，偏爱越野车，x5的性能，四驱没的说，合起来就是我的最爱。
16819	0	拥堵路段的时候，车子起步偏慢，变速箱有顿挫感，平顺性有待提高，出地库上坡感觉动力不足似的，刹车前段太灵敏了，刚接触的时候不适应。
16820	0	发动机的声音有点大，虽说地球梦发动机，但当你开车时听到些不正常的噪音，心里很不爽，还有就是悬挂方面走个坑坑洼洼的车不是太舒服，不过价格都放在这里很明显了的，所以买之前也是有心里准备的
16821	1	外观大气大灯尾灯骚到不行配置是真的高性价也真的高省油省油省油！！！
16822	1	同等价位中性价比高
16823	1	外观跟越野性能
16824	1	车子声音很小，外观好看，挺耐看的，一直在市区跑油耗还没有下来目前8.2跑了200公里，启停功能好用，省心！
16825	0	小毛病多，做工粗糙
16826	1	颜值，颜值，颜值！重要的事情说三遍，会牵观五回家，过程说起来挺延绵，但缘就一个字！yes！
16827	1	空调升温与降温都很快，但是不能把温度调的太低，如果空调调到20度以下，路途近一点，到地方了，还没有降温呢。车身挺结实，低速撞车，大获全胜，至今没有败绩。
16828	0	挂档稍微有点生硬感
16829	1	后尾灯比较好看！车头也不错，中规中矩的！空间也够大，内饰挺好，一家人刚好够坐！整体比较大气！配置也可以！
16830	0	充电慢，只能晚上家里慢慢充，续航最多200公里，只能熟路上下班用，长途不敢跑，怕出去回不来家。
16831	1	底盘比较舒服，中级车的乘坐享受。
16832	0	随着转数的升高，发动机的声音有点大。高速100km以上噪声大，驾驶位说话最后一排听不到声音并且油耗随之变高。
16833	1	说不上来哪里特别好,整体综合起来都还好.
16834	0	都可以，就是少了电动座椅和腰部支撑，天窗无所谓，白色好看，黑色顶太俗气
16835	0	手刹刹不太紧，我问了车友们，他们的感觉和我一样。
16836	1	这车最满意的地方还的说外观，看着就比逸动霸气。在看这内饰，那就是大爱了。简洁，层次分明，容易上手。最喜欢这大屏的位置，方便好多，导航不用低头，余光就可以看见。
16837	0	1储物空间太少，2全系卤素大灯，3配置太低，连化妆镜都没有，4后轮是鼓刹。
16838	0	感觉耗油比较高，首保过了以后再看看吧。其次就是做工有点粗糙，细节方面明显不足。缝隙过大
16839	1	动力强劲，后劲挺足的，外形也挺时尚俊朗，而且白色显得非常的大气，一开始还在纠结松木棕和白色，现在看来选择白色还是很正确的
16840	1	品牌、外观、价格、耗油、动力都没得说
16841	1	帕杰罗的空间，超大，比我以前的狮跑大多了。外观高大上，路上的回头率绝对超过普拉多。后排座椅可以放平打倒，你们懂的。
16842	0	空间、整车装配工艺几乎和合资品牌差不多，但还是有差距
16843	0	4s的服务还有汽车配件，油表完全没有参考价值，只能用公里数掐，虽然不耽误使用，但是心里挺憋屈的
16844	0	配置稍弱，导航鸡肋，后排屏清晰度稍差，播放模式太少！车重，大灯卤素，车大没360（前雷达也行啊）
16845	1	外观空间
16846	0	有点小异响，不过不妨碍开，影响不大。
16847	1	最满意！那太多了！最爱的就是16款的日间行车灯！造型太帅！开在街上绝对吸睛！空间也绝对给力，家里人坐进去不停的夸空间大，2700的轴距不是吹的！还有太多太多我就不一一夸了
16848	1	基本满意，我的用途就是上下班和朋友出去自驾游，远景的外观还可以，看着漂亮，也还大方。动力一般般。操控很简单，天窗不错。还有陡坡缓降的安全系统，还有行车记录仪。
16849	1	空间，内饰
16850	1	宝马品牌，7座灵活调节，全进口质量有保障，多功能旅行车载物性强，动力1.5t发动机油耗不输日系品牌车，基本满足生活需求，全景天窗让人不会有一种拘束的感觉，
16851	0	动力有点弱，做工还是差一点
16852	1	最最满意的，外观，外观可以说无懈可击，同级别的车型里，最帅的！之前已经订了宝马1系，直接退了，秒奔梅赛德斯，换订a200！第二就是奔驰的品质和服务态度，全家车子都是买的奔驰！
16853	0	市内费油
16854	1	省油还可以以吧，200块钱跑400公里左右，目前3700多公里
16855	1	舒适性。
16856	1	要说最满意的那肯定是空间了，相信很多人都对空间很满意吧。
16857	1	操控。动力。空间
16858	1	外观看上去有洒脱的感觉。。
16859	0	外观和内饰改变太少，基本是一成不变。。
16860	0	最不满意呢，一装配工艺稍差有提升的空间，二中控不时传来一些异响，特别是非铺装路面，会有些异响，还有就胎噪声稍大，可能是因为|装配玲珑轮胎耐磨但就是噪声稍大，有钱就换米其林静音胎。
16861	0	内饰比较简陋，全是硬塑料，玻璃升降有吱，吱，吱响声，换挡时候会有异响，但是不影响操作，高速时候胎躁有点大，隔音相对较差，避震一般，不过这个级别的suv中算ok的了！
16862	1	空间大，外观大气。
16863	0	出产快9个月的车了，味道还是比较明显；耐克森的轮胎胎噪较大；多片离合式差速器，也只适合摆脱泥泞、冰雪路面的困扰，指望越野是不可能了。
16864	1	空间够大，最初就是冲着空间去的，因为家里人多，稍微走远点的地方都是7个人满座的，现在这个问题彻底解决了
16865	1	最满意当属外形了，优雅不失运动
16866	1	操控，开起来很稳，信心十足，空间充裕，有越野能力。
16867	0	刹车疲软。
16868	0	还没发现~
16869	0	四爱死的销售人员水准差点，不奢求你做人多厚道，但爱忽悠人可不是个好习惯。要不是市区就此一家天津一汽的4s店，我决不会在这买车。
16870	0	最不满意应该是变速箱和发动机的匹配了。总感觉动力来的不直接，偶尔有变速箱换挡齿轮摩擦的声音，不过家里的帕萨特也有。
16871	0	做工比较差，无论是内饰还是各个接缝处，不能细看啊！
16872	1	外观大气，隔音效果很好，行驶平稳，内饰用料扎实，细节处理到位。
16873	1	1.5的动力不是盖得，买1.5不后悔。有点小遗憾就是油耗比较悲观能少点就好了
16874	1	最满意的是车子的动力，相比其他车来说，这款车的速度提升更快，行驶起来非常舒适。由于它原装进口的发动机，让这款车更加出色
16875	0	屏幕是英文的，看不懂，车上的功能比较单一，可能是外国车都讲究简单实用吧，新车刚提味道还是非常大的，不知道是不是所有的车都这样。
16876	0	内饰不够精致啊，一眼望去都是硬塑料后排没有出风口后座不能放倒
16877	1	操控好，底盘坚韧，悬挂支撑有力，动力匹配好，变速箱逻辑一流
16878	0	尾灯太突出
16879	1	性价比比高，而且空间可以满足我的需求，这个价格里的好车，值得认可。
16880	0	目前没有，就是觉得操控有点不适应吧。
16881	1	要说最满意肯定是因为它是宝马5呀哈哈噱头在
16882	1	空间真大，这个价格合资车应该最大了。市内空调油耗7个以内，开了一个月优步，最高时开空调到过8、2，最近不跑了，又下来了，
16883	0	无遥控钥匙
16884	1	小号x6的外型真的很拉风，不管走到那里都能够得到超多的后头率和注目礼！哪怕就是停在同系中也有一种鹤立鸡群的感觉！真心不错！
16885	0	3－4年后小问题很多，后轮驱动噪音很大，车速上了95后桥噪音受不了。中置发动机，噪音相对大一些，屁股下面热，要用隔热垫才有一点效果。
16886	0	车子的整体操控性并没有想象中的畅爽，并且路感稍微差了些，刹车调校也不好。
16887	0	开空调感觉动力不足，转速不稳定，不知是设计的这样节能还是怎么滴。
16888	1	座椅的灵活性，座椅可全部折叠成平面，拉货很方便
16889	0	14款手豪为什么没有cd机呢？精英版的都有，想放些自己收藏的cd/dvd都不行，还要自己去下载mv，同时usb的接口不是隐藏式，照成插上u盘影响整体内饰的美观，希望厂家能多考虑下这方面的小问题哈
16890	1	空间大、操控性强，外观是自己喜欢的类型，安全性也一直是自己满意的地方。
16891	1	动力足，车宽敞，大气。
16892	0	动力总成不够先进
16893	0	因为是刚上市时候买的，没有优惠，但是现在的价格非常亲民。
16894	1	外观，空间。
16895	0	挂档不顺，有挫顿感，隔音不是很好，胎噪音哗哗的响
16896	0	噪音肯定是有的，不过不影响正常的驾驶。
16897	1	离地间隙高，车辆通过性好。
16898	0	空间一般，比较小了~但是代步还是可以的！
16899	1	空间大，油耗小。这车一眼看过去就知道他内部够大，空间宽敞充裕，最满意可以说是这一点了；燃油经济性不错
16900	1	外观帅气、无框车门、装x尾翼、精准的方向加上bmw进口品质
16901	1	油耗4.7的油耗，无敌了。
16902	1	外观和配置，crv的自动挡比同价位的h1和cs15好开多了。
16903	1	座椅移动大沙发舒适性挺强的。空间大后排坐3个都没有压抑感，动力也没有想象中的软。新的三幅方向盘拷贝明星跑车370z，中控t型台及档位又采用了全黑钢琴烤漆，感觉高大上。
16904	1	车辆一键启动，非常便捷。
16905	0	没有前雷达，这点非常郁闷，本来就把座椅调的够低了，雷达还没有，完全掌控不了前面的距离！
16906	0	还是感觉它的这个续航能力不够，充电时间也耽误事，如果把这些科技都给改进一下，会不会更霸气呢。
16907	1	漂亮的外观，豪华的内饰、优良的做工，整体比较均衡,配置也比较丰富，全景天窗很漂亮
16908	0	中控台换成软塑，加钱也愿意，硬塑容易异响。
16909	1	外观和内饰不错，外观银色耐看。
16910	0	就是动力太低，舒适不带行李架太伤心了。
16911	1	外观大气，喜欢粗线条的车，配置高，方向转向精确，油耗目前满意。
16912	1	双门轿跑，埃斯托蓝
16913	0	尾箱空间。
16914	1	车内空间灵活多变，多种坐立和放倒的组合，座椅折叠开启都非常方便，尤其是进入第三排时候，第二排座椅向前折起简单快速，能体现出德国人研究机械如何更好服务用户的理念，即便女主人也能轻松完成所有座椅操作。
16915	1	大气，整体外观符合大众审美，关键是三菱的4a91s的发动机，动力非常的不错，最最满意的是空间，2700的轴距，媳妇说后面坐着有房车的赶脚；时尚的大脚，更是让人眼前一亮，回头率暴涨。
16916	1	外观霸气，乘坐感觉很敦实，作为非承载车身的suv，舒适性让人满意，动力符合预期，用料较为厚道，隔音棉，发动机与变速箱是钢护板，油箱是塑料护板，让人有放心的感觉。顶配各项配置齐全，安全配置较高。
16917	0	油耗比较高，那是确定的，具体还要看磨合期以后的油耗！
16918	1	我特别喜欢虎3的外观，后面背个小书包，外观硬朗显得特别有阳刚之气，虎3的新内饰跟老款瑞虎区别太大了，特别是仪表盘真是炫到爆~
16919	0	后排空间小点了，不过还可以。
16920	1	灵敏，各项按钮的设置还是比较舒适的。
16921	1	最满意的就是310的炒鸡高性价比。颜值高，配置高，重要的是价格不到5万，相对这个价位里的车，就310是最满意的，最符合我的需求。
16922	1	省油维修费用小做小生意首选
16923	0	在高速路上，需要连续超大货车时，左转向灯长时间亮后，回位后，偶尔出现点不亮的情况，需要重新点火，转向灯恢复正常了，这点非常脑火，不知道什么原因，这个可是安全问题！望厂家重视。
16924	0	方向盘不能前后调节，座椅有点高
16925	0	保养比宝马贵好多
16926	0	车无完车，况且价位不是很高，所以一些毛病和问题应该有，目前我还没有碰到。目前不满意的就是没有配置雾灯，至少弄个选配也行啊。后排阅读灯没有，豪华版也没有导航。另外要是再有个无钥匙进入就更方便了。
16927	0	隔音差，悬架硬，发动机噪音发
16928	1	外观工整，设计感挺好。尾灯漂亮，全led。内饰并不给人简陋的感觉，工整，质感挺好，比福克斯强??。中控台虽然没有个性，简约大方，操控按键用起来顺手，我喜欢的。
16929	1	最满意动力，坐过9个人上山
16930	0	不知是否是新手的原因，倒档过快，需要踩着离合；副驾驶没有顶棚拉手
16931	1	混合动力，科技感爆棚
16932	0	还是在动力上啦，动力，动力，动力！haha不是说动力不够用，是感觉动力在你想比较激烈超车的时候，可能不是那么让你满意了~~~~~
16933	1	舒适，非常的舒适。虽然林肯在中国拓展的时间不久，但是mkc车型的舒适度在50万以内的车是无法比的。
16934	0	，配件供应不好，保有量低。
16935	0	前排储物空间太鸡肋了，水杯没哪放，手套箱也是畸形，后排空间略显拥挤。只有一边出气的排气管，夏天还好说，冬天就尴尬了。还有打不开的天窗，这些都有点美中不足。
16936	1	喜欢一辆车，总是由外而内的感觉，吸引我的xts，也正是从外观开始，因此，最满意的一点，从外观开始。
16937	1	车子配置高，价格还算便宜！
16938	1	外观拉风，动力强劲，转向清晰，内饰精致。
16939	0	自动启停这个功能说真的实在很鸡肋，正常在市区跑经常走走停停，经常刚熄火又马上启动。又不能永久性的关闭，导致现在养成了个习惯每次一把车打着就关自动启停。还有就是刹车异响，低速慢慢刹车的时候偶尔会有声音。
16940	0	提车时间还不太长，目前没有不满意的地方，很喜欢。
16941	1	安全性最实在
16942	1	省油，有一次从安徽开回广东，只加了两次油，1300公里；纳纳就是适合跑长途，耐跑！中控太也不错，能放东西的地方不少，不会显得车里乱；
16943	1	空间够大，有天窗和一键启动
16944	0	布坐椅，手动后视镜，没有化妆镜
16945	1	空间很好，一家三口其乐融融，老婆开了个童装店，帮着进货拉货装的多，很方便。
16946	0	内饰太差了，快20万的车了啊
16947	0	最不满意品牌认知度不是很好，很多次被说是奇瑞
16948	1	最满意的就是外观和和安全性，外观看上去稳重、霸气有安全感，四个门做工扎实，很厚重。
16949	0	噪音略大，尤其是冷车启动时，底盘松散，路噪明显，想想每天基本上市区跑跑也无所谓。
